Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-02-22,11:19:06,"""CNR3609994""",No Driver Found,"""CID2703039""",Premier Sedan,IIT Delhi,IGNOU Road,,,,,,,,,,,,,
2024-06-20,10:05:53,"""CNR8467869""",No Driver Found,"""CID3130096""",Bike,New Delhi Railway Station,Vidhan Sabha,,,,,,,,,,,,,
2024-07-05,07:49:03,"""CNR9435112""",Completed,"""CID8876690""",Auto,RK Puram,Samaypur Badli,12.3,40.8,,,,,,,435.0,36.71,4.7,4.9,UPI
2024-05-19,17:46:33,"""CNR2831131""",Cancelled by Customer,"""CID1170263""",Go Mini,IGI Airport,DLF City Court,17.0,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-10-16,13:14:23,"""CNR9959930""",Completed,"""CID5337972""",Go Sedan,Sonipat,Dilshad Garden,7.0,17.2,,,,,,,239.0,5.98,3.8,4.7,UPI
2024-06-23,15:10:15,"""CNR9904470""",Completed,"""CID6725966""",Auto,Moti Nagar,Punjabi Bagh,4.6,29.3,,,,,,,607.0,24.5,4.4,4.7,Cash
2024-08-10,21:38:19,"""CNR5641229""",Completed,"""CID6884557""",Go Sedan,Ramesh Nagar,Rajiv Chowk,7.0,21.3,,,,,,,1632.0,44.84,4.4,4.8,Debit Card
2024-03-24,10:28:25,"""CNR3519392""",Completed,"""CID4330172""",Premier Sedan,Badshahpur,Mehrauli,2.6,15.7,,,,,,,721.0,3.67,4.2,4.7,Cash
2024-05-25,19:14:18,"""CNR7208423""",Completed,"""CID8572144""",Bike,Saidulajab,Indraprastha,7.5,43.7,,,,,,,2328.0,32.41,4.4,4.8,UPI
2024-02-04,13:13:54,"""CNR3596717""",Cancelled by Driver,"""CID8580939""",Go Mini,Old Gurgaon,Vatika Chowk,6.6,,,,1.0,More than permitted people in there,,,,,,,
2024-04-24,20:28:37,"""CNR5239998""",Completed,"""CID1535942""",Go Sedan,Greater Kailash,Chanakyapuri,3.9,15.5,,,,,,,286.0,37.3,3.7,4.1,Credit Card
2024-10-27,14:48:47,"""CNR8626386""",Completed,"""CID6488104""",Premier Sedan,Mehrauli,Akshardham,5.6,41.4,,,,,,,672.0,7.6,3.2,4.8,Cash
2024-05-25,18:57:42,"""CNR1401168""",Completed,"""CID2578107""",Premier Sedan,Mundka,Sultanpur,2.8,16.4,,,,,,,751.0,20.72,3.5,4.2,Debit Card
2024-11-19,04:39:18,"""CNR8910332""",No Driver Found,"""CID1229941""",Go Mini,Delhi Gate,DLF Phase 3,,,,,,,,,,,,,
2024-04-05,14:00:27,"""CNR3467080""",Completed,"""CID3327954""",Go Sedan,Panchsheel Park,Seelampur,4.2,39.8,,,,,,,73.0,19.75,3.1,4.3,Cash
2024-11-04,21:24:21,"""CNR4588860""",Completed,"""CID6823367""",Bike,Welcome,Azadpur,13.1,43.3,,,,,,,504.0,12.36,3.8,4.9,Debit Card
2024-11-25,16:17:41,"""CNR3870348""",Completed,"""CID6667215""",Go Sedan,Saidulajab,Sarojini Nagar,2.9,28.3,,,,,,,911.0,27.66,3.2,4.6,Debit Card
2024-03-25,05:07:15,"""CNR2934263""",Completed,"""CID3123182""",Premier Sedan,Saket,Kashmere Gate ISBT,15.0,32.2,,,,,,,192.0,29.47,4.3,4.8,Cash
2024-03-18,18:56:17,"""CNR8649779""",Completed,"""CID1478202""",eBike,MG Road,Khandsa,13.9,21.2,,,,,,,208.0,2.82,4.9,4.4,Cash
2024-01-29,17:14:49,"""CNR1552056""",Cancelled by Customer,"""CID6419575""",Go Mini,GTB Nagar,Palam Vihar,10.6,,1.0,AC is not working,,,,,,,,,
2024-03-29,18:51:11,"""CNR5215080""",Cancelled by Driver,"""CID8772824""",Auto,IIT Delhi,Chirag Delhi,11.1,,,,1.0,More than permitted people in there,,,,,,,
2024-03-11,14:16:33,"""CNR9623602""",Completed,"""CID9192664""",Go Mini,IGNOU Road,GTB Nagar,7.2,42.3,,,,,,,485.0,12.95,4.1,4.2,UPI
2024-07-31,23:39:52,"""CNR1605575""",Completed,"""CID9516426""",Premier Sedan,Subhash Chowk,Qutub Minar,8.9,35.3,,,,,,,298.0,16.3,4.1,4.6,Cash
2024-06-26,21:33:57,"""CNR4549763""",Completed,"""CID7659002""",Go Sedan,Gurgaon Railway Station,Lajpat Nagar,8.8,17.3,,,,,,,349.0,39.36,3.9,4.6,UPI
2024-01-03,02:51:22,"""CNR6778932""",Completed,"""CID8872225""",Go Sedan,Gurgaon Sector 29,Narsinghpur,2.4,19.5,,,,,,,224.0,25.45,4.6,4.9,Cash
2024-12-28,15:34:51,"""CNR1736495""",Incomplete,"""CID5362525""",Go Sedan,Karkarduma,Noida Film City,3.5,14.0,,,,,1.0,Other Issue,943.0,4.71,,,Cash
2024-03-15,20:52:36,"""CNR1405417""",Incomplete,"""CID1941374""",Go Sedan,Lok Kalyan Marg,Inderlok,5.9,11.2,,,,,1.0,Vehicle Breakdown,870.0,4.26,,,Debit Card
2024-12-27,20:31:41,"""CNR6760475""",No Driver Found,"""CID2785792""",Bike,Qutub Minar,Mayur Vihar,,,,,,,,,,,,,
2024-05-17,14:11:18,"""CNR7599370""",Cancelled by Driver,"""CID2185983""",Bike,Pulbangash,Jahangirpuri,7.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-12,18:52:21,"""CNR5527486""",Completed,"""CID1522967""",Auto,Sohna Road,IGNOU Road,5.0,18.2,,,,,,,435.0,4.54,4.5,4.2,Cash
2024-10-02,17:05:41,"""CNR9229091""",Cancelled by Driver,"""CID2105258""",eBike,Jahangirpuri,Uttam Nagar,6.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-19,18:32:16,"""CNR3882280""",Completed,"""CID8466525""",Go Sedan,Pataudi Chowk,Jor Bagh,12.7,31.0,,,,,,,395.0,13.73,4.4,4.9,UPI
2024-08-12,08:57:26,"""CNR5472109""",Completed,"""CID5048206""",Go Mini,Adarsh Nagar,Maidan Garhi,2.0,20.7,,,,,,,327.0,16.98,4.4,3.3,Cash
2024-01-04,23:05:33,"""CNR2833289""",Cancelled by Customer,"""CID3076034""",Bike,Rithala,Sikanderpur,16.8,,1.0,Wrong Address,,,,,,,,,
2024-09-25,07:57:52,"""CNR2678197""",Completed,"""CID7334919""",eBike,Tagore Garden,Kanhaiya Nagar,10.9,23.7,,,,,,,248.0,2.79,4.3,5.0,Cash
2024-12-25,05:04:40,"""CNR7372127""",Cancelled by Driver,"""CID2108992""",Go Mini,Udyog Bhawan,Civil Lines Gurgaon,11.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-02,09:12:30,"""CNR2094763""",Completed,"""CID8322650""",Premier Sedan,Lal Quila,Tilak Nagar,11.5,26.5,,,,,,,84.0,3.65,4.9,4.6,Debit Card
2024-04-06,14:53:05,"""CNR9806462""",Cancelled by Driver,"""CID3361602""",Auto,Anand Vihar ISBT,Chhatarpur,11.0,,,,1.0,Customer related issue,,,,,,,
2024-02-03,17:23:20,"""CNR5411958""",Incomplete,"""CID4138382""",Premier Sedan,Vasant Kunj,Rohini West,7.5,21.5,,,,,1.0,Vehicle Breakdown,436.0,16.4,,,Debit Card
2024-08-28,02:54:41,"""CNR4689937""",Cancelled by Driver,"""CID3896706""",Bike,Aya Nagar,Kalkaji,3.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-07,16:10:39,"""CNR5577217""",Completed,"""CID8907160""",Bike,India Gate,Udyog Bhawan,2.2,42.3,,,,,,,956.0,47.25,4.6,4.6,Uber Wallet
2024-11-29,20:22:11,"""CNR7665294""",Cancelled by Driver,"""CID5596375""",Auto,Aya Nagar,Rohini East,9.9,,,,1.0,Customer related issue,,,,,,,
2024-06-15,19:46:57,"""CNR3170614""",Cancelled by Driver,"""CID2321988""",Auto,Yamuna Bank,Rohini East,5.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-14,20:55:21,"""CNR7116878""",Completed,"""CID8235642""",Bike,Saket,Noida Film City,13.9,30.0,,,,,,,960.0,16.13,4.2,4.2,Cash
2024-10-08,17:23:58,"""CNR3230933""",Completed,"""CID4183914""",eBike,Udyog Bhawan,Ashok Park Main,9.4,36.8,,,,,,,87.0,38.37,5.0,5.0,UPI
2024-11-01,19:39:10,"""CNR9815636""",Completed,"""CID4412852""",Go Mini,IFFCO Chowk,Nehru Place,14.4,18.7,,,,,,,593.0,15.04,3.6,3.1,Uber Wallet
2024-01-08,15:47:22,"""CNR4140742""",Completed,"""CID4274650""",Auto,Saket,India Gate,3.6,26.9,,,,,,,614.0,41.09,4.8,5.0,Cash
2024-07-16,11:58:09,"""CNR8141819""",Completed,"""CID5476229""",Go Mini,Model Town,Sadar Bazar Gurgaon,12.2,36.4,,,,,,,677.0,38.6,4.2,3.8,UPI
2024-02-09,00:26:09,"""CNR5317954""",Completed,"""CID7826673""",eBike,Udyog Vihar Phase 4,Old Gurgaon,10.7,32.8,,,,,,,356.0,33.9,4.3,4.6,UPI
2024-04-29,13:47:33,"""CNR7496424""",Cancelled by Driver,"""CID5064084""",Bike,Govindpuri,Gwal Pahari,4.2,,,,1.0,Customer related issue,,,,,,,
2024-06-13,05:58:50,"""CNR1478459""",Cancelled by Customer,"""CID1606947""",Premier Sedan,Panchsheel Park,Chirag Delhi,18.0,,1.0,Driver asked to cancel,,,,,,,,,
2024-08-01,19:07:52,"""CNR5314659""",Completed,"""CID4501581""",Go Mini,Raj Nagar Extension,Jhilmil,3.7,19.9,,,,,,,389.0,9.17,4.3,4.9,Cash
2024-07-23,13:06:48,"""CNR2921493""",Completed,"""CID8385555""",Bike,Narsinghpur,Shastri Park,4.4,17.5,,,,,,,935.0,49.55,4.2,4.6,Debit Card
2024-05-14,23:30:36,"""CNR9582858""",Completed,"""CID5314202""",Premier Sedan,Khan Market,Sultanpur,10.2,23.6,,,,,,,305.0,21.8,4.2,4.2,Credit Card
2024-12-20,22:15:18,"""CNR1969497""",Completed,"""CID6204005""",Go Mini,Kalkaji,Indraprastha,12.4,35.5,,,,,,,969.0,27.21,4.5,4.9,Credit Card
2024-03-03,23:05:23,"""CNR5072030""",Cancelled by Driver,"""CID3511147""",Bike,Anand Vihar,Khan Market,3.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-03-08,07:24:12,"""CNR1237120""",Completed,"""CID6327083""",Go Sedan,Udyog Bhawan,Yamuna Bank,5.1,15.4,,,,,,,505.0,33.49,4.4,4.9,Credit Card
2024-09-05,17:12:17,"""CNR7986605""",Completed,"""CID4480832""",Go Mini,Anand Vihar,Ambience Mall,11.1,36.2,,,,,,,140.0,5.19,4.3,4.8,Cash
2024-04-16,20:00:15,"""CNR9754371""",Incomplete,"""CID9298528""",Bike,Pitampura,Ardee City,2.6,29.0,,,,,1.0,Other Issue,455.0,15.33,,,Cash
2024-07-08,16:30:00,"""CNR3268594""",Completed,"""CID3902163""",Bike,Delhi Gate,Paharganj,2.1,41.7,,,,,,,162.0,40.85,4.7,4.8,Cash
2024-12-24,19:05:55,"""CNR7737967""",Completed,"""CID2705098""",Auto,Rohini East,Bhiwadi,15.0,16.6,,,,,,,822.0,46.89,4.6,4.9,Credit Card
2024-05-08,17:42:52,"""CNR7957793""",No Driver Found,"""CID6609530""",Go Sedan,IMT Manesar,Faridabad Sector 15,,,,,,,,,,,,,
2024-04-23,17:43:20,"""CNR3929732""",Completed,"""CID8357268""",Go Mini,Bahadurgarh,Pitampura,13.2,32.0,,,,,,,449.0,2.27,4.3,3.9,UPI
2024-03-28,10:06:29,"""CNR5172269""",Completed,"""CID8923020""",Auto,Gurgaon Railway Station,Vishwavidyalaya,7.3,32.2,,,,,,,832.0,39.67,4.6,4.1,UPI
2024-12-04,18:04:58,"""CNR9249845""",Cancelled by Customer,"""CID6769747""",Go Sedan,Govindpuri,Ashram,16.7,,1.0,Wrong Address,,,,,,,,,
2024-06-15,11:19:38,"""CNR7095332""",Completed,"""CID9131689""",Auto,Saket A Block,Inderlok,13.5,15.7,,,,,,,361.0,6.23,3.0,4.8,Credit Card
2024-02-23,22:54:23,"""CNR1950758""",Completed,"""CID4550331""",Auto,Pragati Maidan,Tughlakabad,6.3,21.9,,,,,,,189.0,44.56,4.3,4.2,Credit Card
2024-09-30,20:34:10,"""CNR5378529""",Cancelled by Customer,"""CID9486259""",Go Sedan,AIIMS,Adarsh Nagar,12.0,,1.0,Driver asked to cancel,,,,,,,,,
2024-07-10,00:58:36,"""CNR7995906""",Cancelled by Driver,"""CID2761349""",Bike,Sarai Kale Khan,Kashmere Gate,9.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-09,17:33:35,"""CNR4044223""",Completed,"""CID2369699""",Go Sedan,IGNOU Road,Hauz Khas,5.6,30.7,,,,,,,333.0,28.35,4.6,3.4,UPI
2024-03-30,09:32:21,"""CNR5719065""",No Driver Found,"""CID4960269""",Auto,IIT Delhi,Ardee City,,,,,,,,,,,,,
2024-03-20,15:02:44,"""CNR1448464""",Completed,"""CID2424239""",Auto,Rajiv Chowk,Bhikaji Cama Place,14.3,34.7,,,,,,,2373.0,33.48,3.9,4.3,UPI
2024-11-17,13:03:11,"""CNR1303707""",Cancelled by Driver,"""CID8967636""",Go Mini,Preet Vihar,Jhilmil,9.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-12-25,20:16:56,"""CNR3389994""",Completed,"""CID4942956""",Bike,Ghitorni Village,Pitampura,7.1,17.9,,,,,,,235.0,36.2,4.1,4.5,Uber Wallet
2024-12-09,11:50:25,"""CNR2954674""",Completed,"""CID4897148""",Go Sedan,Old Gurgaon,Bahadurgarh,7.8,23.5,,,,,,,367.0,30.75,4.6,4.9,UPI
2024-12-06,18:29:03,"""CNR8161365""",Completed,"""CID4146358""",Go Sedan,Basai Dhankot,Bhiwadi,8.6,19.8,,,,,,,133.0,44.49,4.6,4.3,UPI
2024-06-06,13:23:34,"""CNR7331098""",Incomplete,"""CID4931417""",Premier Sedan,RK Puram,Noida Film City,8.8,17.6,,,,,1.0,Customer Demand,933.0,4.75,,,UPI
2024-09-11,09:04:49,"""CNR8264978""",Completed,"""CID8985091""",Go Sedan,Vishwavidyalaya,New Delhi Railway Station,12.5,33.7,,,,,,,70.0,31.84,4.7,4.8,Uber Wallet
2024-10-16,17:29:26,"""CNR1870196""",Completed,"""CID5473332""",Premier Sedan,Delhi Gate,Karkarduma,14.0,21.3,,,,,,,313.0,22.6,4.3,4.3,UPI
2024-03-25,09:02:00,"""CNR7542029""",Completed,"""CID4318776""",Bike,Tughlakabad,Jahangirpuri,4.6,30.1,,,,,,,2340.0,26.09,4.2,4.0,Cash
2024-07-18,06:34:06,"""CNR2288342""",Completed,"""CID7310379""",Go Sedan,Gwal Pahari,Rohini East,11.8,32.6,,,,,,,395.0,44.18,4.6,4.6,UPI
2024-06-12,18:51:56,"""CNR1612354""",Cancelled by Customer,"""CID6753327""",Premier Sedan,ITO,IGNOU Road,6.5,,1.0,Change of plans,,,,,,,,,
2024-05-13,10:34:14,"""CNR2296514""",Cancelled by Driver,"""CID6114346""",Go Mini,Hero Honda Chowk,Udyog Vihar,4.3,,,,1.0,More than permitted people in there,,,,,,,
2024-01-22,01:54:13,"""CNR9546166""",Completed,"""CID7532493""",Bike,Mandi House,Rohini East,7.7,39.2,,,,,,,759.0,45.07,3.9,4.5,UPI
2024-03-24,18:37:15,"""CNR2587715""",Completed,"""CID5911873""",Go Mini,Qutub Minar,Chanakyapuri,7.3,21.0,,,,,,,190.0,10.73,4.4,4.5,UPI
2024-05-22,18:51:54,"""CNR9115095""",Completed,"""CID8308537""",Bike,New Delhi Railway Station,Connaught Place,6.5,32.1,,,,,,,55.0,23.76,4.3,4.9,UPI
2024-07-12,17:36:11,"""CNR5128933""",Completed,"""CID5920300""",Auto,Mayur Vihar,Badshahpur,12.9,40.8,,,,,,,1213.0,38.53,4.8,4.8,Uber Wallet
2024-12-15,08:25:27,"""CNR4862788""",Completed,"""CID5546673""",Premier Sedan,Sadar Bazar Gurgaon,Dilshad Garden,7.4,44.7,,,,,,,243.0,22.73,5.0,4.9,UPI
2024-01-06,20:52:23,"""CNR8445318""",Cancelled by Driver,"""CID9275169""",eBike,Nehru Place,Jhilmil,6.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-26,21:24:35,"""CNR6457395""",Completed,"""CID2462661""",Go Sedan,INA Market,Arjangarh,14.3,23.7,,,,,,,381.0,32.64,4.5,3.8,UPI
2024-11-06,14:36:58,"""CNR9149167""",Completed,"""CID8992373""",Go Mini,Patel Chowk,Noida Film City,8.2,20.3,,,,,,,831.0,45.5,4.2,4.3,Cash
2024-10-05,17:58:45,"""CNR6772196""",Cancelled by Customer,"""CID3678926""",eBike,Ashram,Madipur,16.0,,1.0,Driver asked to cancel,,,,,,,,,
2024-08-06,09:54:12,"""CNR2348396""",Completed,"""CID4985902""",Go Sedan,Jama Masjid,Hero Honda Chowk,2.2,23.0,,,,,,,310.0,12.29,4.0,4.1,Debit Card
2024-08-06,17:41:07,"""CNR3176461""",No Driver Found,"""CID2236116""",Go Mini,Tagore Garden,RK Puram,,,,,,,,,,,,,
2024-03-05,16:47:27,"""CNR3203479""",Cancelled by Driver,"""CID7797144""",Go Mini,Saidulajab,Chanakyapuri,7.2,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-11,09:53:59,"""CNR4856340""",Completed,"""CID3627632""",Auto,Jahangirpuri,Basai Dhankot,3.0,31.8,,,,,,,228.0,15.5,3.9,4.6,Cash
2024-01-02,06:59:55,"""CNR5862913""",No Driver Found,"""CID6065182""",Auto,Satguru Ram Singh Marg,Karkarduma,,,,,,,,,,,,,
2024-12-06,04:11:36,"""CNR8719079""",Cancelled by Driver,"""CID1381126""",Go Sedan,Yamuna Bank,Paharganj,10.3,,,,1.0,Customer related issue,,,,,,,
2024-12-07,12:55:33,"""CNR4297137""",Incomplete,"""CID8183760""",Bike,Narsinghpur,Laxmi Nagar,2.6,17.6,,,,,1.0,Customer Demand,662.0,14.79,,,Cash
2024-06-13,12:33:03,"""CNR7140306""",No Driver Found,"""CID5035015""",eBike,South Extension,Gurgaon Sector 29,,,,,,,,,,,,,
2024-05-18,17:30:28,"""CNR9598982""",Completed,"""CID3641696""",Auto,Bhikaji Cama Place,Mansarovar Park,9.3,22.7,,,,,,,1312.0,40.48,3.3,4.3,Cash
2024-06-02,09:32:34,"""CNR1030111""",Completed,"""CID1999458""",Go Sedan,Mayur Vihar,Ramesh Nagar,5.0,18.9,,,,,,,436.0,7.33,3.6,4.9,Debit Card
2024-08-17,17:36:19,"""CNR5391298""",Completed,"""CID2278894""",Auto,Dilshad Garden,Noida Film City,13.9,25.1,,,,,,,879.0,29.23,4.4,4.8,UPI
2024-03-13,15:43:14,"""CNR9353722""",Completed,"""CID1137742""",Go Mini,Qutub Minar,Meerut,6.5,37.6,,,,,,,618.0,38.29,4.1,4.6,Uber Wallet
2024-09-09,21:25:37,"""CNR5001450""",Completed,"""CID4130652""",Uber XL,Khan Market,Tilak Nagar,12.5,15.4,,,,,,,478.0,10.78,3.9,4.9,Uber Wallet
2024-05-19,10:37:28,"""CNR6553230""",Completed,"""CID9873336""",Go Sedan,IGI Airport,Botanical Garden,2.1,32.5,,,,,,,304.0,32.12,5.0,4.9,UPI
2024-05-22,20:55:45,"""CNR8503641""",Completed,"""CID5377311""",Bike,Udyog Bhawan,Satguru Ram Singh Marg,6.8,30.6,,,,,,,426.0,7.45,4.1,4.1,UPI
2024-09-07,11:27:48,"""CNR5772667""",Completed,"""CID4750341""",Uber XL,Pulbangash,IIT Delhi,12.3,32.0,,,,,,,627.0,40.41,4.2,4.2,Credit Card
2024-05-05,10:44:18,"""CNR4030283""",Cancelled by Driver,"""CID6675959""",Go Sedan,Shastri Nagar,India Gate,6.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-12-03,05:40:05,"""CNR2134950""",Cancelled by Driver,"""CID4357066""",Uber XL,Sarojini Nagar,Shastri Park,9.6,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-21,09:35:56,"""CNR8459778""",Completed,"""CID7487594""",Bike,Patel Chowk,Hero Honda Chowk,12.6,44.1,,,,,,,599.0,36.48,3.0,4.4,Cash
2024-08-15,21:37:23,"""CNR5713304""",Cancelled by Driver,"""CID7752661""",Go Mini,Nirman Vihar,Shastri Park,5.7,,,,1.0,Customer related issue,,,,,,,
2024-12-23,19:11:23,"""CNR4588882""",Completed,"""CID3860264""",Go Sedan,IIT Delhi,Nirman Vihar,4.5,34.2,,,,,,,219.0,19.12,3.4,4.2,Cash
2024-12-16,20:40:10,"""CNR1802291""",No Driver Found,"""CID6155748""",Go Mini,Preet Vihar,Kaushambi,,,,,,,,,,,,,
2024-03-14,10:51:57,"""CNR9365447""",Completed,"""CID5935529""",Auto,Khan Market,Narsinghpur,6.0,31.1,,,,,,,215.0,28.31,4.6,4.6,Uber Wallet
2024-06-12,18:19:38,"""CNR9352752""",No Driver Found,"""CID3843665""",Go Sedan,Paschim Vihar,Peeragarhi,,,,,,,,,,,,,
2024-03-02,13:11:55,"""CNR7922561""",Cancelled by Driver,"""CID8165667""",Premier Sedan,Badarpur,Akshardham,4.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-03,20:28:43,"""CNR8082888""",Completed,"""CID9557730""",Go Sedan,Rohini,Ashok Vihar,9.5,31.6,,,,,,,391.0,22.64,4.2,4.8,Uber Wallet
2024-08-12,10:17:01,"""CNR2773393""",Cancelled by Customer,"""CID8386801""",Go Mini,DLF Phase 3,Rajiv Nagar,8.1,,1.0,Driver asked to cancel,,,,,,,,,
2024-09-17,10:29:31,"""CNR4500014""",Cancelled by Driver,"""CID2367929""",Go Mini,Sikanderpur,Punjabi Bagh,4.3,,,,1.0,Customer related issue,,,,,,,
2024-10-01,18:00:00,"""CNR5894634""",Cancelled by Driver,"""CID4640467""",Go Sedan,Central Secretariat,Ghitorni,9.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-31,14:39:39,"""CNR7238241""",Completed,"""CID9797131""",Premier Sedan,Yamuna Bank,Indraprastha,14.8,44.6,,,,,,,574.0,49.13,3.2,3.3,Cash
2024-03-08,22:44:39,"""CNR8542358""",Cancelled by Driver,"""CID5966482""",Bike,Hero Honda Chowk,Vishwavidyalaya,10.1,,,,1.0,More than permitted people in there,,,,,,,
2024-04-17,14:03:03,"""CNR3265285""",Cancelled by Driver,"""CID9414181""",Go Mini,Punjabi Bagh,New Delhi Railway Station,3.0,,,,1.0,More than permitted people in there,,,,,,,
2024-07-27,20:49:55,"""CNR3218750""",No Driver Found,"""CID3707628""",Go Sedan,Arjangarh,Kalkaji,,,,,,,,,,,,,
2024-06-14,20:34:01,"""CNR9932038""",Cancelled by Driver,"""CID3038177""",Premier Sedan,Karkarduma,Malviya Nagar,3.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-11,13:06:55,"""CNR5882059""",Completed,"""CID2260594""",Premier Sedan,Badarpur,Bahadurgarh,13.3,39.6,,,,,,,152.0,14.28,4.0,4.5,UPI
2024-08-14,23:56:47,"""CNR4861271""",Completed,"""CID7064626""",Bike,Yamuna Bank,Ardee City,3.1,40.5,,,,,,,279.0,22.52,3.9,3.7,UPI
2024-12-29,20:03:42,"""CNR1361077""",Completed,"""CID6873787""",Go Sedan,Kalkaji,Karkarduma,6.2,27.7,,,,,,,947.0,9.28,4.2,4.9,Credit Card
2024-04-01,18:29:01,"""CNR1440205""",Completed,"""CID9826832""",Bike,Ashram,Udyog Bhawan,12.7,16.0,,,,,,,213.0,23.77,4.9,4.8,UPI
2024-06-16,15:08:45,"""CNR4284824""",Completed,"""CID9115659""",Bike,Ardee City,Indirapuram,12.2,25.5,,,,,,,231.0,5.66,4.3,4.7,Cash
2024-07-12,07:53:44,"""CNR3367889""",Completed,"""CID1669292""",Auto,Shivaji Park,Rohini,5.7,38.6,,,,,,,128.0,20.37,4.4,3.6,Debit Card
2024-06-02,11:24:15,"""CNR3044187""",Completed,"""CID4397255""",Auto,Uttam Nagar,Paharganj,11.4,40.0,,,,,,,529.0,13.83,4.1,4.9,UPI
2024-01-19,16:53:43,"""CNR9071667""",Completed,"""CID8168103""",Go Mini,Yamuna Bank,Okhla,7.0,18.8,,,,,,,169.0,33.08,4.1,4.1,UPI
2024-05-09,15:52:02,"""CNR3504737""",Completed,"""CID8924141""",Uber XL,Ghaziabad,Sultanpur,10.0,26.1,,,,,,,214.0,34.77,4.3,4.2,UPI
2024-01-12,05:23:06,"""CNR3979875""",Cancelled by Driver,"""CID6607077""",eBike,IMT Manesar,MG Road,10.6,,,,1.0,More than permitted people in there,,,,,,,
2024-11-23,17:30:21,"""CNR7947277""",Completed,"""CID7043577""",Bike,Shastri Nagar,IGI Airport,11.0,29.0,,,,,,,392.0,10.45,3.9,4.8,Cash
2024-06-29,20:30:41,"""CNR2339651""",Completed,"""CID8077034""",Bike,Okhla,Khan Market,13.3,29.4,,,,,,,786.0,13.33,3.7,4.6,UPI
2024-08-01,18:38:34,"""CNR1411567""",Completed,"""CID4159508""",Premier Sedan,Seelampur,Chanakyapuri,13.2,15.4,,,,,,,342.0,34.09,4.2,3.8,Credit Card
2024-06-01,21:00:05,"""CNR4890380""",Completed,"""CID2343552""",Go Sedan,Raj Nagar Extension,Mayur Vihar,10.4,37.8,,,,,,,2589.0,38.52,4.4,4.7,UPI
2024-03-26,19:12:28,"""CNR2262960""",Completed,"""CID5287796""",Auto,Kaushambi,Khandsa,11.1,42.6,,,,,,,687.0,28.22,3.9,4.5,Cash
2024-05-13,19:40:23,"""CNR5153773""",Completed,"""CID3056183""",Auto,Karkarduma,Ghaziabad,5.3,44.7,,,,,,,772.0,41.94,3.7,4.6,Debit Card
2024-03-29,13:38:35,"""CNR3313622""",Cancelled by Driver,"""CID6762555""",Go Mini,Sadar Bazar Gurgaon,Greater Kailash,9.1,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-26,13:59:45,"""CNR6581426""",Cancelled by Driver,"""CID5499321""",Go Sedan,Rohini East,Saidulajab,5.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-13,22:43:30,"""CNR8424859""",Completed,"""CID9442778""",Go Mini,Kadarpur,Connaught Place,7.2,22.5,,,,,,,865.0,26.76,4.5,4.3,Credit Card
2024-10-23,05:10:16,"""CNR1214454""",Cancelled by Driver,"""CID2394000""",Go Mini,Meerut,Gurgaon Sector 29,11.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-08,06:25:56,"""CNR5382573""",No Driver Found,"""CID7132603""",eBike,Dwarka Sector 21,Rajiv Chowk,,,,,,,,,,,,,
2024-12-08,16:32:58,"""CNR4902612""",Completed,"""CID4141560""",Go Sedan,Lajpat Nagar,Gurgaon Sector 56,3.3,20.2,,,,,,,556.0,17.49,4.6,4.8,Cash
2024-01-30,06:21:07,"""CNR4026287""",Completed,"""CID2234385""",Go Mini,Punjabi Bagh,Shahdara,7.1,29.8,,,,,,,586.0,4.82,5.0,4.9,Uber Wallet
2024-02-12,14:46:20,"""CNR7354807""",Completed,"""CID3240363""",Bike,Green Park,Mehrauli,6.6,29.1,,,,,,,322.0,48.08,4.3,4.5,Cash
2024-07-21,09:43:18,"""CNR8932094""",Completed,"""CID4608632""",Auto,Peeragarhi,Lajpat Nagar,14.3,33.3,,,,,,,343.0,23.38,4.1,4.3,UPI
2024-06-08,07:46:33,"""CNR4720230""",Completed,"""CID5370679""",Go Sedan,Uttam Nagar,Pulbangash,13.1,34.6,,,,,,,554.0,34.59,3.1,4.2,Cash
